path,rev
addons/account_financial_reporting,cdc1fb88dddaf244c187c155b064e3034c6fc263
addons/account_invoicing,f5e0f89ccb1753914318798b98579d7fd42ff45b
addons/contract,94de22a3ffce63ae41e6ac0f3fe653e9552402eb
addons/hr,e128f99c38783818943283e08fcbecde9002ee26
addons/manufacture,399d52cccc74928117ad2eb9bee22d0d9f1df501
addons/partner_contact,d990564037d88843d129dcb22477a6715ba6e41f
addons/product_attribute,c5b87adcd1430d71d94e2552944059502332504b
addons/project,169d6210242e940a4af0b542b5bc798894d6aebe
addons/purchase_workflow,4ef4b9ec80ef4ff4491c0294f7a7ff450c066e7b
addons/sale_workflow,4cc280dcafad6b1cb610f6f5d3671d1863963dc0
addons/server_tools,0b6dbdc8914f3b6bad62c798b776e4a80ce1d862
addons/social,352c83835c113cc62741b556195aa7cb39df6c86
addons/stock_logistics_workflow,09af233a01942bb6063336edcb860924b6522a38
addons/vertical_forestry,7a0b609559a0172cf620202b7c84c60dd545934a
addons/vertical_saas,19cb19d77f0ececf1486167b2479ac217310f3ef
addons/website,860e4d4b7e4f8e23a982cc38b273350ad8f9510c
enterprise,fd519260d93e76bafd5de08acf4bbfa6450e63f2
oca/account-closing,896dfadf664e81fa85c2670b7aed23bf6d67b05c
oca/account-financial-reporting,cf255e1bcf3f45da48acd4076e492937b53c29bd
oca/account-financial-tools,2d9bc13b078c7d6dca16a620925f6317d21cf071
oca/account-invoicing,851581c0c483ba186a94d7fde5ce1f07fafccf73
oca/bank-payment,96da08a6725869a85f3fb09b91c6310915153beb
oca/bank-statement-import,3fb09637d7e67bf08c872bcdf8d0c0a9997c4a5c
oca/brand,5cb169681f7886fd091fbb87e89b531ee40c3a4b
oca/business-requirement,37134e2207b5f52c8012f600d809302fec09678a
oca/community-data-files,ec332767b2fc4ed84eb24f857ea6366bde89381a
oca/connector,ffc6ba701614f70c2479e878f80b00577bdcb098
oca/contract,9a61051e58bd278e883853a77004310e9e79a394
oca/credit-control,c5abae8c177c9cd8de15d882d698b67628be91d3
oca/crm,ed7c3d0ab8c1176b9211ce9221703966977634e3
oca/dms,c7271d421e157a6379551f07362d5b3eb7d67d9d
oca/e-commerce,c8e9ec4ed3e96a01967627e594bcf1a2acae05a7
oca/edi,34f23535ac02ed2a428a1355a255feceb5e61f60
oca/helpdesk,d2cd48959d70bc894b8ddd303cb5bf0ce2c0ca55
oca/hr,253de1a2819d45f3d6eb981a1cc6c0cf4314ae6f
oca/hr-attendance,9411fd863a20894d423a748ef3107b365ec8255b
oca/hr-holidays,084b339de2f44c0ec695a2a17ae44634eb8e60b9
oca/iot,d4b6b4c85500536425be9f830307cc050d38c660
oca/knowledge,20853646cb08245abc3e67bba190211bdca6b796
oca/l10n-switzerland,9ae910be980c9796ef03e2361b918ba046066c8e
oca/maintenance,7ecd3fc5bb6648ab3e0f1444fb776dfbce2301b3
oca/manufacture,3b9131a5224599fb1ac0a409c0b1eb00a665cf81
oca/openupgrade,2637da3692e73e6c35cea694a5771b276828e4be
oca/partner-contact,8501ce53068e572bd922351b84c5a3df097b7ba8
oca/product-attribute,27d592aaefcdceaa8106d01c3f7edc9f696af562
oca/project,aa7e6c3e9873a25da62344b45889772d16dc078d
oca/purchase-workflow,8b367c6ee9e39b84d0a7cdfa981f104d37cfb688
oca/reporting-engine,769f30c1554861a0c1964023d7e43ba06b250ef6
oca/rest-framework,c537ec254c5ee17bff13bb02e1eafaef7e7500b2
oca/sale-workflow,7aa36ef7e4790d694376f7992b33079c3d316795
oca/server-auth,00854bf76067035265eaf21f92c71c14e14672a6
oca/server-backend,05e8765af56ac31c66c02438d3f0a27ec01b939a
oca/server-env,ddfc291607cd7ea687ece82b9ae89ed59f9b105b
oca/server-tools,a0ee8c7cd31f1478ff5f8f45bc0d7f8645a22828
oca/server-ux,1083ff1e6ce37a6a34123e5388b9ad3f8b30a18b
oca/social,2163b42f4b3dbbf9f69f91a8866c5b444835e8d0
oca/stock-logistics-warehouse,d8e1ad9df199055e451a41fb57af51ed4bab267d
oca/stock-logistics-workflow,182d373d177b19138ca518dc9fbd90650ff162cf
oca/timesheet,34827f84321c130d8d6ae94b1cc9c0a8545ccb7a
oca/web,6e2539e37acb981dee779953600f8f044c38b099
oca/web-api,0102039ba32b2d82a22f41176092075675df149f
oca/website,83fcd632df36040c7085978ed45423d60c572d5e
odoo,3a28e5b0adbb36bdb1155a6854cdfbe4e7f9b187
themes,a3bd2bd51edd8837e81123ba5e55fe0304f24191
