path,rev
addons/account_financial_reporting,a93be65d267bdc2c05943d48b7c84e5e858dea61
addons/account_invoicing,1f50074675461ed346122a527f3828ceb5e6469d
addons/account_reconcile,a24c21e9dbcfc793221d0461126bc96370d8a189
addons/connector,923b287194d24c8850717c9e697ce802dd56c1da
addons/hr,833434074fdad10533a25c5ff4c1af351460b51c
addons/manufacture,370ea425a14709d1b1e493101a30c92c1a4fc39f
addons/partner_contact,ae5079d99681f08d9d13b366bfa1352ea2642a40
addons/product_attribute,6c2be04bc706de7b01c8ba775aff356cae0674ae
addons/project,6bc541802be09dc4f943396d833e18de2f7b222b
addons/purchase_workflow,9d1a028aa18ac5e1c693675d5e22da7204b158db
addons/sale_workflow,c65aa71825a0fe5acdbe7d155a4f71b3a6791ad4
addons/server_tools,28b8de48dd52fa5d575ff89036909f6209138030
addons/social,3bff72b13015ca66b8c33c0f61b6fb61459e66e4
addons/spreadsheet,0289506467a5f95893d2009f71f72005c0aa19ea
addons/stock_logistics_workflow,0010c89bb0547da16e981f96ac90682e4a69129b
addons/vertical_saas,e3870071a5b47a13ce0513c8708714048f28ddd9
addons/website,0c57553bb574f1760804d5d124b01d765ae7642d
enterprise,254cce8ced7422a9ac8b0184d6925ee69d18c6bd
oca/account-closing,c67c5b8b9919bd35c4a094fdcfa348c03a6c581a
oca/account-financial-reporting,a05b9d1f6d48c3f7801c814a393c71f92a65fbef
oca/account-financial-tools,57b9084cfd9e8c9c354e3380e39a821f8dd97937
oca/account-invoicing,f621db9555c1adcbf1c68215942fb3083b9f3b26
oca/account-reconcile,ddcf9eb598bad2a910f010fcaa32d43554d4d89c
oca/bank-payment,37ed97c155bdba85b79b5a8227b76b95c6294cdb
oca/bank-statement-import,07f68c99d9a5a1958a966bb80d4f90521936a7ff
oca/brand,faa39ebb836ddbbd7ece7add95dea6f7b3dbf5f1
oca/business-requirement,89383c0ec9fdaedb3817a1fc0b0f9b3fc5bcafa6
oca/community-data-files,589bdecd7c9f934bf138516f37c2c3097744444c
oca/connector,da7a804d0b42801b1d5e9bb0951910fae2398c2b
oca/contract,69b97e04c386b2d29678e27cda8bc3086c42fc7a
oca/credit-control,a1f3e272f967129dbeba558fcf0862595ecb626c
oca/crm,235e42e5283031d86114598c9044da71f5c0be28
oca/dms,438676173506f5e1b51c467cc0e009592e23f32f
oca/e-commerce,ba160dd3585318333fcc1b01dac4ed3c1a9320a8
oca/edi,5b4107c4e110965b97481150b21f10c63076be93
oca/helpdesk,053b9f52038cfd7637c3b515fbf072a07b5cc8c4
oca/hr,a55dc74fadb2697c1db27a27d17977115f40c9a2
oca/hr-attendance,a703005d32a548d52590e2fe480eda106a71914b
oca/hr-holidays,3ebaa17aa82fdf50f0c1b54da61974c54d0b9c1a
oca/iot,7fa1ed2485845b13b4e24f7d5da3dc9f91a3ab99
oca/knowledge,97e75cd3c0bf7aa5fbcc3305a36a6244a64b65c9
oca/l10n-switzerland,b1a29f0d42425d80401d2aa520cc14a46539c4ce
oca/maintenance,39f500f84bd881c20145f9eadd73152e86ddc3d8
oca/management-system,ff4fbd752503989cf1713f23e3eb3c1c8012f42f
oca/manufacture,d703d94d916f973c8902eb67f6d1ab7b0f7d71e9
oca/openupgrade,d38e3d7f3bf1a4c08f0b54a1ea5c407b17f70ebd
oca/partner-contact,d8450f3130fc9ca9a26a778d4dfcecfe765a7ccb
oca/product-attribute,33d0f386c528764357a71329977f3ff4a0db6b7a
oca/project,f6200ce3a365483b12e215abc1b165325e059da9
oca/purchase-workflow,a14f704053d8639288316daa8a026b39901177fa
oca/queue,7c20ae04369cc028f76e4111985882cbf7688168
oca/reporting-engine,24826bc1fd0cfc80d796495079e8d0fa87e79e04
oca/rest-framework,35d121e46a957c680fb75526991149a9635e67d4
oca/sale-reporting,d9513d480c8cc889657f127c2a9521372bb58115
oca/sale-workflow,e81da57386e3ba74d1ffb3b8ccc5924cc3e32812
oca/server-auth,5686a907de8dd70ba3f1f353ef1e980746519f16
oca/server-backend,897f587203e7c87530a7dbc64c88667c14840f62
oca/server-env,0825d7718ce68d9602883391839b2950bb186896
oca/server-tools,35822c595986c1f5a52b6504c98f7a7e91ff0a2f
oca/server-ux,9e0c1afe409a05a9d53a1bb128f2d7bd6220c23a
oca/social,1242874200d288cc8385f1a736e5f453d8205b24
oca/stock-logistics-warehouse,ad6c88e6bfa5962c4cc4ad25e7b217c11a335515
oca/stock-logistics-workflow,d2dbf2b1737fee57d7f35842de57d53d0bd489ad
oca/timesheet,3ae8b5781323a25ae5b133767d9eb71ea4fcd1c3
oca/web,7733dcb97748d19df89baeb667994dc5df1c025e
oca/web-api,1c8e27bed285a4fc05978fff1d51f70fd849c9ed
oca/website,6ece7e187ca64acdbd0020246b170c449d767b20
odoo,2b5ea7cfec425950f45a14a4bda0896281aa9461
themes,ef39caee223d102aa0673b8792218d8d6ee4a483
